Unnamed: 0,A_YEAR,B_COUNTRY,B_COUNTRY_ALPHA,S_INTLANGUAGE,LNGE_ISO,Q260,Q262,X003R2,Q272,Q273,Q274,Q275,Q275R,Q281,Q284,Q287,Q288R,Q289,Q290,full_promt
904,2020,716,ZWE,3830,sn,2,87,3,3830,1,9,3,2,4,2,5,1,1,716006,"Iri i 2020. Zera rako ndiro ripi? 87. Iwe uri mukadzi. Unogara muZimbabwe. Chikamu chepamusoro chedzidzo chawakapedza chiri chepamusoro chepuraimari. Une mari shoma yaunowana.Boka rako rebasa nderekutengesa (semuenzaniso: maneja wekutengesa, muridzi wechitoro, mubatsiri wechitoro, mumiririri weinishuwarenzi, mutengi).Chikamu chebasa raunoshanda mairi ibhizinesi rakazvimirira kana indasitiri.Unozviongorora semunhu ari muboka revapfuuri.Chimiro chako chewanano parizvino chakaroora/chakaroorwa.Huwandu hwevana vaunavo 9. Chitendero chako iRoman Catholic.nanUnotaura mutauro wechiShona kumba."
905,2018,400,JOR,170,ar,2,44,2,170,1,5,5,3,3,3,3,1,5,-4,إنه عام 2018. عمرك هو 44. أنتِ امرأة. أنت تعيش في الأردن. أعلى مستوى تعليمي حققته هو التعليم العالي قصير الدورة. لديك مستوى دخل منخفض.مجموعة وظيفتك هي الأعمال المكتبية (على سبيل المثال: سكرتير، كاتب، مدير مكتب، موظف حكومي، محاسب).قطاع العمل الذي تعمل فيه هو منظمة غير ربحية خاصة.تصنف نفسك على أنك تنتمي إلى الطبقة الوسطى الدنيا.وضعك الاجتماعي الحالي هو متزوج.عدد الأطفال لديك 5. الديانة التي تنتمي إليها هي الإسلام.Noneأنت تتحدث اللغة العربية في المنزل.
906,2018,792,TUR,4370,tr,1,46,2,-4,1,1,6,3,2,2,3,2,5,-5,"2018 yılı. Yaşınız 46. Sen bir adamsın. Türkiye'de yaşıyorsun. Elde ettiğiniz en yüksek eğitim seviyesi lisans veya dengi. Orta gelir seviyesine sahipsiniz.Meslek grubunuz üst düzey yönetimdir (örneğin: bankacı, büyük işletmelerde yönetici, üst düzey devlet yetkilisi, sendika yetkilisi).Çalıştığınız istihdam sektörü özel iş veya sanayidir.Kendinizi alt orta sınıfa ait olarak sınıflandırıyorsunuz.Mevcut medeni durumunuz evli.Sahip olduğunuz çocuk sayısı 1. Dini mezhebiniz Müslümandır.NoneEvde Türkçe konuşuyorsunuz."
907,2019,158,TWN,2870,zh,2,41,2,2870,1,2,6,3,4,2,4,2,9,158002,这是2019年。 您的年龄是 41. 你是一个女人。 你住在台湾。 您所获得的最高学历是学士或同等学历。 您的收入水平属于中等。您的职业类别是销售（例如：销售经理、店主、店员、保险代理人、采购员）。您工作的就业领域是私营企业或工业。您将自己归类为工人阶级。您的当前婚姻状况是已婚。您有多少个孩子 2. nannan你在家说普通话。
908,2022,528,NLD,1190,nl,2,59,3,1190,1,0,6,3,1,1,2,-2,0,528001,"Het is 2022. Uw leeftijd is 59. Jij bent een vrouw. Je woont in Nederland. Het hoogste opleidingsniveau dat u heeft behaald, is een bachelor of gelijkwaardig. nanUw beroepsgroep is professioneel en technisch (bijvoorbeeld: dokter, leraar, ingenieur, kunstenaar, accountant, verpleegkundige).Sector van tewerkstelling waarin u werkt is de overheid of een openbare instelling.Je classificeert jezelf als behorend tot de hogere middenklasse.Uw huidige burgerlijke staat is gehuwd.Het aantal kinderen dat je hebt 0. Je behoort tot geen enkele religieuze denominatie.nan. "
909,2019,608,PHL,1360,fil,2,56,3,2170,1,4,6,3,4,2,3,2,1,608010,"Ito ay 2019. Ang iyong edad ay 56. Ikaw ay isang babae. Nakatira ka sa Pilipinas. Ang pinakamataas na antas ng edukasyon na iyong natapos ay bachelor's degree o katumbas nito. Mayroon kang katamtamang antas ng kita.Ang iyong pangkat ng trabaho ay nasa pagbebenta (halimbawa: sales manager, may-ari ng tindahan, katulong sa tindahan, ahente ng seguro, mamimili).Sektor ng trabaho na iyong pinagtatrabahuhan ay pribadong negosyo o industriya.Ikaw ay nag-uuri sa iyong sarili bilang kabilang sa mababang gitnang uri.Ang iyong kasalukuyang katayuan sa pag-aasawa ay kasal.Ang bilang ng mga anak na mayroon ka 4. Ang iyong relihiyosong denominasyon ay Romano Katoliko.nanNagsasalita ka ng wikang Filipino sa bahay."
910,2017,840,USA,1240,en,1,64,3,1240,1,3,3,2,-3,1,2,2,0,840001,"It is 2017. Your age is 64. You are a man. You live in United States. The highest level of education you have achieved is upper secondary education You have a medium income level.nanSector of employment you work in is government or public institution.You classify yourself as belonging to upper middle class.Your current marital status is married.The number of children you have 3. You do not belong to any religious denomination.Your racial belonging/ethnic group is White, non-Hispanic.You speak English language at home."
911,2018,586,PAK,4420,ur,1,32,2,3720,1,2,3,2,4,-1,4,2,5,586008,یہ 2018 ہے۔ آپ کی عمر ہے 32. آپ ایک آدمی ہیں۔ آپ پاکستان میں رہتے ہیں۔ آپ کی حاصل کردہ تعلیم کی سب سے اعلیٰ سطح اعلیٰ ثانوی تعلیم ہے۔ آپ کی آمدنی کی سطح درمیانی ہے۔آپ کا پیشہ ورانہ گروپ فروخت ہے (مثال کے طور پر: سیلز مینیجر، دکان کے مالک، دکان کے معاون، انشورنس ایجنٹ، خریدار)۔nanآپ اپنے آپ کو محنت کش طبقے سے تعلق رکھنے والا سمجھتے ہیں۔آپ کی موجودہ ازدواجی حیثیت شادی شدہ ہے۔آپ کے بچوں کی تعداد 2. آپ کا مذہبی فرقہ مسلمان ہے۔nanآپ گھر میں اردو زبان بولتے ہیں۔
912,2018,484,MEX,1270,es,1,54,3,1270,1,5,3,2,8,-2,3,1,0,484003,"Es 2018. Tu edad es 54. Eres un hombre. Vives en México. El nivel más alto de educación que has alcanzado es la educación secundaria superior. Tienes un nivel de ingresos bajo.Tu grupo ocupacional es trabajador no cualificado (por ejemplo: peón, mozo, trabajador no cualificado de fábrica, limpiador).nanTe clasificas como perteneciente a la clase media baja.Su estado civil actual es casado.El número de hijos que tienes 5. No perteneces a ninguna denominación religiosa.nanHablas español en casa."
913,2018,792,TUR,4370,tr,1,31,2,-4,6,0,6,3,1,1,4,2,5,-5,"2018 yılı. Yaşınız 31. Sen bir adamsın. Türkiye'de yaşıyorsun. Elde ettiğiniz en yüksek eğitim seviyesi lisans veya dengi. Orta gelir seviyesine sahipsiniz.Meslek grubunuz profesyonel ve teknik (örneğin: doktor, öğretmen, mühendis, sanatçı, muhasebeci, hemşire).Çalıştığınız istihdam sektörü hükümet veya kamu kurumudur.""Kendinizi işçi sınıfına ait olarak sınıflandırıyorsunuz.""Mevcut medeni durumunuz bekâr.Sahip olduğunuz çocuk sayısı 0. Dini mezhebiniz Müslümandır.NoneEvde Türkçe konuşuyorsunuz."
914,2020,716,ZWE,1240,en,1,40,2,3830,1,4,3,2,8,-2,5,2,2,716006,"It is 2020. Your age is 40. You are a man. You live in Zimbabwe. The highest level of education you have achieved is upper secondary education You have a medium income level.Your occupational group is unskilled worker (for example: labourer, porter, unskilled factory worker, cleaner).nanYou classify yourself as belonging to lower class.Your current marital status is married.The number of children you have 4. Your religious denomination is Protestant.Your racial belonging/ethnic group is Shona.You speak English language at home."
915,2020,496,MNG,3030,mn,2,30,2,3030,1,2,6,3,3,1,4,2,2,496001,"Энэ бол 2020 он. Таны нас бол 30. Та эмэгтэй хүн. Та Монголд амьдардаг. Таны эзэмшсэн боловсролын хамгийн өндөр түвшин нь бакалавр эсвэл түүнтэй дүйцэхүйц байна. Таны орлого дундаж түвшинд байна.Таны мэргэжлийн бүлэг нь бичиг хэргийн ажилтан (жишээлбэл: нарийн бичгийн дарга, бичээч, оффисын менежер, төрийн албан хаагч, нягтлан бодогч) юм.Таны ажилладаг салбар нь засгийн газар эсвэл олон нийтийн байгууллага.Та өөрийгөө ажилчин ангиас гаралтай гэж ангилдаг.Таны одоогийн гэр бүлийн байдал гэрлэсэн.Таны хүүхдийн тоо 2. Таны шашны урсгал Протестант.nanТа гэртээ монгол хэлээр ярьдаг."
916,2018,360,IDN,1890,id,1,22,1,9000,6,0,3,2,10,2,4,2,5,360007,Ini tahun 2018. Usia Anda adalah 22. Anda adalah seorang pria. Anda tinggal di Indonesia. Tingkat pendidikan tertinggi yang telah Anda capai adalah pendidikan menengah atas. Anda memiliki tingkat pendapatan menengah.Kelompok pekerjaan Anda adalah pemilik atau pengelola pertanian.Sektor pekerjaan Anda adalah bisnis atau industri swasta.Anda mengklasifikasikan diri Anda sebagai bagian dari kelas pekerja.Status pernikahan Anda saat ini adalah lajang.Jumlah anak yang Anda miliki 0. Denominasi agama Anda adalah Muslim.nanAnda berbicara bahasa Indonesia di rumah.
917,2020,417,KGZ,2310,ky,2,34,2,2310,1,3,7,3,1,-1,4,3,5,417001,"Бул 2020-жыл. Сиздин курагыңыз 34. Сиз аялсыз. Сиз Кыргызстанда жашайсыз. Сиз жетишкен билимдин эң жогорку деңгээли магистр же ага барабар. Сиздин киреше деңгээлиңиз жогору.Сиздин кесиптик тобуңуз кесиптик жана техникалык (мисалы: дарыгер, мугалим, инженер, сүрөтчү, бухгалтер, медайым).nanСиз өзүңүздү жумушчу класска таандык деп эсептейсиз.Учурдагы нике абалыңыз - үйлөнгөн/турмушка чыккан.Сизде канча бала бар 3. Сиздин диний конфессияңыз мусулман.nanСиз үйдө кыргыз тилинде сүйлөйсүз."
918,2018,422,LBN,170,ar,1,43,2,170,1,2,6,3,4,3,2,2,1,-4,إنه عام 2018. عمرك هو 43. أنت رجل. أنت تعيش في لبنان. أعلى مستوى تعليمي حققته هو البكالوريوس أو ما يعادله. لديك مستوى دخل متوسط.مجموعة مهنتك هي المبيعات (على سبيل المثال: مدير مبيعات، صاحب متجر، مساعد متجر، وكيل تأمين، مشتري).قطاع العمل الذي تعمل فيه هو منظمة غير ربحية خاصة.تصنف نفسك على أنك تنتمي إلى الطبقة الوسطى العليا.وضعك الاجتماعي الحالي هو متزوج.عدد الأطفال لديك 2. الطائفة الدينية الخاصة بك هي الروم الكاثوليك.Noneأنت تتحدث اللغة العربية في المنزل.
